timestamp,body_name,planet_x,planet_y,planet_z,planet_vx,planet_vy,planet_vz,craft_name,craft_x,craft_y,craft_z,craft_vx,craft_vy,craft_vz,,system_energy
411434.930231,Moon,176947964.437048,341613517.572579,0.000000,-904.292060,469.059363,0.000000,,,,,,,,,-37886834037067930236956442624.000000,
424432.170243,Earth,2690539.555237,1060268.304882,0.000000,11.305864,7.186596,0.000000,Apollo Test Craft,26694893.462232,64226186.796404,27.056533,-2511.067211,-2007.477365,-0.000372,,-37886834037063866441980182528.000000,
424432.170243,Moon,165092248.881048,347504099.613756,0.000000,-919.868030,437.283968,0.000000,,,,,,,,,-37886834037063866441980182528.000000,
437484.160255,Earth,2839283.637266,1156663.400702,0.000000,11.484374,7.585414,0.000000,Apollo Test Craft,-7909190.747616,25638863.930175,16.090605,-2442.059615,-4727.674726,-0.001846,,-37886834037064464576305692672.000000,
437484.160255,Moon,152990128.908131,353000333.034340,0.000000,-934.391918,404.835356,0.000000,,,,,,,,,-37886834037064464576305692672.000000,
450582.360268,Earth,2990804.812345,1258673.891154,0.000000,11.649440,7.991841,0.000000,Apollo Test Craft,20931035.016817,-33597405.148373,-23.645652,4042.664291,-1638.642374,-0.002007,,-37886834037067050627654221824.000000,
450582.360268,Moon,140662059.016447,358086913.186862,0.000000,-947.822084,371.767603,0.000000,,,,,,,,,-37886834037067050627654221824.000000,
463853.590280,Earth,3146436.467229,1367500.447734,0.000000,11.802082,8.409466,0.000000,Apollo Test Craft,66378466.776702,-44508532.542365,-42.193032,2958.012963,-374.319843,-0.001028,,-37886834037057726769050681344.000000,
463853.590280,Moon,127999552.157060,362795761.045265,0.000000,-960.241346,337.788787,0.000000,,,,,,,,,-37886834037057726769050681344.000000,
477011.680292,Earth,3302644.338339,1480906.376945,0.000000,11.938702,8.828813,0.000000,Apollo Test Craft,101559439.308204,-47042656.166662,-53.395356,2438.998235,-60.563367,-0.000715,,-37886834037057418905794904064.000000,
477011.680292,Moon,115290163.177746,367016392.785302,0.000000,-971.357017,303.669891,0.000000,,,,,,,,,-37886834037057418905794904064.000000,
490143.380304,Earth,3460234.112811,1599617.707398,0.000000,12.060246,9.252048,0.000000,Apollo Test Craft,131355120.343007,-46824337.949061,-61.623400,2120.237001,78.471972,-0.000552,,-37886834037056020327004372992.000000,
490143.380304,Moon,102468339.740199,370778395.747949,0.000000,-981.246075,269.234661,0.000000,,,,,,,,,-37886834037056020327004372992.000000,
503126.220317,Earth,3617510.865778,1722474.482970,0.000000,12.165709,9.674620,0.000000,Apollo Test Craft,157367245.396900,-45268248.292810,-68.080783,1898.055463,154.737098,-0.000449,,-37886834037054868038818463744.000000,
503126.220317,Moon,89671984.366665,374050981.974140,0.000000,-989.826778,234.853301,0.000000,,,,,,,,,-37886834037054868038818463744.000000,
516390.770329,Earth,3779514.132993,1853688.190172,0.000000,12.258210,10.110079,0.000000,Apollo Test Craft,181351219.565398,-42870996.292670,-73.524195,1725.279651,203.192565,-0.000375,,-37886834037054019215841820672.000000,
516390.770329,Moon,76491070.214695,376931538.925874,0.000000,-997.352794,199.423518,0.000000,,,,,,,,,-37886834037054019215841820672.000000,
529500.560341,Earth,3940732.449190,1989067.846728,0.000000,12.334351,10.543615,0.000000,Apollo Test Craft,203043983.187678,-39985096.803778,-78.067808,1588.705747,235.075999,-0.000320,,-37886834037048825122912206848.000000,
529500.560341,Moon,63374021.268437,379314981.075170,0.000000,-1003.547804,164.150095,0.000000,,,,,,,,,-37886834037048825122912206848.000000,
542542.010353,Earth,4102001.676645,2129398.455877,0.000000,12.394910,10.977477,0.000000,Apollo Test Craft,223006427.411523,-36766543.333937,-81.951799,1475.887314,257.263044,-0.000277,,-37886834037047730009330941952.000000,
542542.010353,Moon,50252830.079028,381225760.207411,0.000000,-1008.475014,128.850243,0.000000,,,,,,,,,-37886834037047730009330941952.000000,
555661.950365,Earth,4264937.841769,2276297.113692,0.000000,12.440456,11.416014,0.000000,Apollo Test Craft,241719565.762521,-33280133.592024,-85.345449,1379.140237,273.357336,-0.000241,,-37886834037049757508772560896.000000,
555661.950365,Moon,36996013.462513,382682366.368618,0.000000,-1012.180696,93.169981,0.000000,,,,,,,,,-37886834037049757508772560896.000000,
568772.680378,Earth,4428255.097005,2428850.776907,0.000000,12.470485,11.855769,0.000000,Apollo Test Craft,259238034.978109,-29614882.804443,-88.311361,1295.081796,285.173041,-0.000212,,-37886834037051938939842068480.000000,
568772.680378,Moon,23708190.582152,383669457.209606,0.000000,-1014.623915,57.390582,0.000000,,,,,,,,,-37886834037051938939842068480.000000,
581789.790390,Earth,4590695.414703,2586025.924437,0.000000,12.484928,12.293355,0.000000,Apollo Test Craft,275606833.718437,-25843208.073565,-90.900530,1221.309660,293.898245,-0.000187,,-37886834037051125301237514240.000000,
581789.790390,Moon,10491717.117102,384184855.080325,0.000000,-1015.799080,21.787715,0.000000,,,,,,,,,-37886834037051125301237514240.000000,
594881.560402,Earth,4754155.901882,2749851.166046,0.000000,12.483969,12.733882,0.000000,Apollo Test Craft,291153386.484398,-21950575.216476,-93.197006,1154.862729,300.450175,-0.000165,,-37886834037050386429423648768.000000,
594881.560402,Moon,-2807759.404393,384235490.339119,0.000000,-1015.720998,-14.054449,0.000000,,,,,,,,,-37886834037050386429423648768.000000,
608203.760414,Earth,4920374.876330,2922480.178745,0.000000,12.467029,13.182042,0.000000,Apollo Test Craft,306124873.686985,-17913326.614311,-95.257582,1093.721150,305.390153,-0.000145,,-37886834037050725079005003776.000000,
608203.760414,Moon,-16331672.040751,383805332.399450,0.000000,-1014.342787,-50.517631,0.000000,,,,,,,,,-37886834037050725079005003776.000000,
621689.530427,Earth,5088294.703079,3103305.486659,0.000000,12.433483,13.634991,0.000000,Apollo Test Craft,320488535.321787,-13769035.115019,-97.093005,1037.310591,309.025606,-0.000127,,-37886834037049489227935383552.000000,
621689.530427,Moon,-29993969.467438,382875475.809749,0.000000,-1011.613379,-87.370486,0.000000,,,,,,,,,-37886834037049489227935383552.000000,
634888.190439,Earth,5252095.396007,3286187.928371,0.000000,12.384696,14.077026,0.000000,Apollo Test Craft,333840306.950169,-9672701.886799,-98.671890,986.564907,311.541559,-0.000112,,-37886834037046749244958965760.000000,
634888.190439,Moon,-43321125.818212,381484820.224982,0.000000,-1007.643946,-123.335375,0.000000,,,,,,,,,-37886834037046749244958965760.000000,
647984.420451,Earth,5413886.235432,3473406.396090,0.000000,12.320728,14.513829,0.000000,Apollo Test Craft,346451383.946599,-5580865.501846,-100.047191,939.911404,313.225250,-0.000098,,-37886834037048367726075052032.000000,
647984.420451,Moon,-56484756.414580,379636693.316512,0.000000,-1002.439374,-158.874538,0.000000,,,,,,,,,-37886834037048367726075052032.000000,
